CustomerID,Recency,Frequency,Monetary,R,F,M,RMF,customer_type
13810.0,29,35,1499.0100000000002,2,3,2,7,Gold
13811.0,184,13,814.5,4,4,2,10,Silver
13812.0,43,36,539.0,2,3,3,8,Gold
13813.0,40,69,1366.8600000000001,2,2,2,6,Gold
13814.0,93,57,1579.1200000000001,3,2,2,7,Gold
13815.0,23,176,4027.36,2,1,1,4,Platinum
13816.0,24,28,571.6700000000001,2,3,3,8,Gold
13817.0,30,24,382.97999999999996,2,3,3,8,Gold
13819.0,302,36,1140.35,4,3,2,9,Silver
13821.0,145,59,385.64,4,2,3,9,Silver
13822.0,6,96,632.0,1,2,3,6,Gold
13823.0,19,40,957.66,2,3,2,7,Gold
13824.0,33,46,1698.94,2,2,1,5,Platinum
13826.0,177,10,189.5,4,4,4,12,Bronze
13827.0,58,92,409.8,3,2,3,8,Gold
13828.0,23,15,209.49000000000004,2,4,4,10,Silver
13831.0,17,72,2198.45,1,2,1,4,Platinum
13832.0,20,3,52.199999999999996,2,4,4,10,Silver
13833.0,160,28,383.8499999999999,4,3,3,10,Silver
13835.0,26,55,834.57,2,2,2,6,Gold
13837.0,212,18,266.59000000000003,4,3,4,11,Bronze
13838.0,6,165,674.82,1,1,2,4,Platinum
13841.0,253,1,85.0,4,4,4,12,Bronze
13842.0,59,206,3385.6200000000003,3,1,1,5,Platinum
13844.0,12,20,361.62,1,3,3,7,Gold
13845.0,65,9,312.98,3,4,3,10,Silver
13846.0,25,55,865.0600000000002,2,2,2,6,Gold
13848.0,93,5,1255.0,3,4,2,9,Silver
13849.0,52,101,1537.95,3,1,2,6,Gold
13850.0,130,93,1595.4800000000002,3,2,2,7,Gold
13851.0,96,81,2651.4599999999996,3,2,1,6,Gold
13853.0,58,23,1090.1399999999999,3,3,2,8,Gold
13854.0,9,110,8109.52,1,1,1,3,Platinum
13856.0,169,14,388.5,4,4,3,11,Bronze
13858.0,58,11,216.17000000000002,3,4,4,11,Bronze
13859.0,327,28,201.16,4,3,4,11,Bronze
13860.0,2,76,1245.9,1,2,2,5,Platinum
13862.0,19,139,2209.36,2,1,1,4,Platinum
13863.0,248,20,305.78,4,3,4,11,Bronze
13865.0,59,30,501.56,3,3,3,9,Silver
13866.0,75,7,145.67,3,4,4,11,Bronze
13867.0,32,60,1005.0899999999999,2,2,2,6,Gold
13868.0,8,33,3192.54,1,3,1,5,Platinum
13869.0,124,304,3083.65,3,1,1,5,Platinum
13870.0,3,115,2770.94,1,1,1,3,Platinum
13871.0,23,336,6403.25,2,1,1,4,Platinum
13873.0,120,23,389.59999999999997,3,3,3,9,Silver
13874.0,359,18,540.45,4,3,3,10,Silver
13875.0,54,104,1786.79,3,1,1,5,Platinum
13876.0,64,7,122.69999999999999,3,4,4,11,Bronze
13877.0,87,3,117.24000000000001,3,4,4,11,Bronze
13878.0,55,35,1271.5699999999997,3,3,2,8,Gold
13880.0,22,165,3219.7700000000004,2,1,1,4,Platinum
13881.0,4,178,17159.52,1,1,1,3,Platinum
13882.0,3,65,1191.13,1,2,2,5,Platinum
13883.0,11,142,2674.48,1,1,1,3,Platinum
13884.0,8,59,787.6000000000001,1,2,2,5,Platinum
13885.0,190,28,506.8,4,3,3,10,Silver
13886.0,72,16,243.56,3,4,4,11,Bronze
13887.0,205,19,349.54999999999995,4,3,3,10,Silver
13888.0,120,39,595.67,3,3,3,9,Silver
13889.0,93,15,416.9,3,4,3,10,Silver
13890.0,2,110,1883.8100000000004,1,1,1,3,Platinum
13892.0,27,27,632.97,2,3,3,8,Gold
13893.0,298,21,821.1000000000001,4,3,2,9,Silver
13894.0,24,27,564.6200000000001,2,3,3,8,Gold
13895.0,29,118,2593.0699999999997,2,1,1,4,Platinum
13897.0,51,17,311.15999999999997,2,4,3,9,Silver
13898.0,326,12,155.93,4,4,4,12,Bronze
13899.0,17,19,388.52,1,3,3,7,Gold
13900.0,184,43,740.9499999999999,4,2,2,8,Gold
13901.0,73,149,2867.2,3,1,1,5,Platinum
13904.0,38,26,332.64000000000004,2,3,3,8,Gold
13908.0,80,122,2369.55,3,1,1,5,Platinum
13911.0,58,148,2580.91,3,1,1,5,Platinum
13914.0,12,33,626.45,1,3,3,7,Gold
13917.0,50,18,272.03999999999996,2,3,4,9,Silver
13918.0,50,30,1212.8400000000004,2,3,2,7,Gold
13919.0,60,28,384.81000000000006,3,3,3,9,Silver
13922.0,352,7,172.24999999999997,4,4,4,12,Bronze
13923.0,54,20,351.13000000000005,3,3,3,9,Silver
13924.0,2,117,1838.85,1,1,1,3,Platinum
13925.0,93,41,678.25,3,3,2,8,Gold
13926.0,24,11,223.85000000000002,2,4,4,10,Silver
13927.0,75,21,348.99000000000007,3,3,3,9,Silver
13928.0,11,27,464.57,1,3,3,7,Gold
13929.0,170,9,842.65,4,4,2,10,Silver
13930.0,58,17,337.34,3,4,3,10,Silver
13931.0,96,58,1237.53,3,2,2,7,Gold
13932.0,295,16,307.4,4,4,3,11,Bronze
13933.0,110,23,608.7899999999998,3,3,3,9,Silver
13934.0,264,31,922.0999999999999,4,3,2,9,Silver
13936.0,180,26,376.5799999999999,4,3,3,10,Silver
13937.0,170,9,158.85,4,4,4,12,Bronze
13938.0,36,7,71.66,2,4,4,10,Silver
13939.0,24,45,568.55,2,2,3,7,Gold
13940.0,18,49,839.14,1,2,2,5,Platinum
13941.0,22,45,5112.96,2,2,1,5,Platinum
13946.0,80,11,561.57,3,4,3,10,Silver
13947.0,66,5,90.6,3,4,4,11,Bronze
13948.0,361,3,101.99999999999999,4,4,4,12,Bronze
13949.0,3,160,2427.3199999999997,1,1,1,3,Platinum
13950.0,12,35,745.0600000000001,1,3,2,6,Gold
13951.0,177,39,674.4499999999998,4,3,2,9,Silver
13952.0,218,137,3251.071,4,1,1,6,Gold
13953.0,8,20,3515.6799999999994,1,3,1,5,Platinum
13954.0,2,25,439.92,1,3,3,7,Gold
13955.0,155,33,322.96,4,3,3,10,Silver
13956.0,6,147,1019.2700000000001,1,1,2,4,Platinum
13959.0,80,90,594.04,3,2,3,8,Gold
13960.0,22,12,230.22,2,4,4,10,Silver
13962.0,22,11,169.55,2,4,4,10,Silver
13963.0,309,35,664.5400000000001,4,3,3,10,Silver
13967.0,146,2,80.7,4,4,4,12,Bronze
13969.0,8,619,9024.17,1,1,1,3,Platinum
13971.0,19,149,2758.26,2,1,1,4,Platinum
13972.0,71,15,190.25000000000003,3,4,4,11,Bronze
13973.0,288,11,264.7,4,4,4,12,Bronze
13974.0,50,28,413.59,2,3,3,8,Gold
13975.0,32,329,2461.24,2,1,1,4,Platinum
13976.0,207,10,357.98,4,4,3,11,Bronze
13978.0,15,15,196.79,1,4,4,9,Silver
13979.0,74,54,869.8699999999998,3,2,2,7,Gold
13980.0,61,11,200.14000000000001,3,4,4,11,Bronze
13982.0,40,111,1871.81,2,1,1,4,Platinum
13983.0,30,107,2603.4300000000003,2,1,1,4,Platinum
13984.0,27,16,920.51,2,4,2,8,Gold
13985.0,5,349,7060.13,1,1,1,3,Platinum
13986.0,18,13,320.46000000000004,1,4,3,8,Gold
13988.0,20,234,4147.96,2,1,1,4,Platinum
13989.0,66,41,1266.08,3,3,2,8,Gold
13990.0,214,16,311.3,4,4,3,11,Bronze
13991.0,13,82,852.88,1,2,2,5,Platinum
13992.0,31,5,76.8,2,4,4,10,Silver
13993.0,43,121,3466.3600000000006,2,1,1,4,Platinum
13994.0,4,148,2274.1400000000003,1,1,1,3,Platinum
13995.0,16,86,1393.69,1,2,2,5,Platinum
13999.0,11,208,3901.81,1,1,1,3,Platinum
14000.0,212,15,635.6600000000001,4,4,3,11,Bronze
14001.0,46,39,2043.0800000000002,2,3,1,6,Gold
14002.0,135,47,529.7299999999999,3,2,3,8,Gold
14004.0,44,171,4582.639999999999,2,1,1,4,Platinum
14005.0,10,84,2874.72,1,2,1,4,Platinum
14006.0,116,30,962.1899999999999,3,3,2,8,Gold
14009.0,199,42,695.6099999999999,4,2,2,8,Gold
14012.0,278,11,328.8,4,4,3,11,Bronze
14013.0,111,34,473.02,3,3,3,9,Silver
14014.0,78,39,505.18,3,3,3,9,Silver
14015.0,53,20,917.34,3,3,2,8,Gold
14016.0,162,161,4341.21,4,1,1,6,Gold
14019.0,47,66,1421.61,2,2,2,6,Gold
14020.0,17,39,642.8000000000001,1,3,3,7,Gold
14021.0,156,22,631.9000000000001,4,3,3,10,Silver
14022.0,226,28,440.0,4,3,3,10,Silver
14023.0,8,31,584.0699999999999,1,3,3,7,Gold
14024.0,122,16,327.70000000000005,3,4,3,10,Silver
14027.0,61,6,104.82000000000002,3,4,4,11,Bronze
14029.0,64,15,467.66,3,4,3,10,Silver
14030.0,19,242,2358.8399999999997,2,1,1,4,Platinum
14031.0,8,250,17286.86,1,1,1,3,Platinum
14032.0,3,143,2975.59,1,1,1,3,Platinum
14034.0,23,86,648.8900000000001,2,2,3,7,Gold
14035.0,29,66,1428.0200000000002,2,2,2,6,Gold
14036.0,285,38,626.65,4,3,3,10,Silver
14037.0,177,28,147.2,4,3,4,11,Bronze
14038.0,79,92,1560.3799999999994,3,2,2,7,Gold
14039.0,34,6,152.2,2,4,4,10,Silver
14040.0,41,229,3560.32,2,1,1,4,Platinum
14041.0,267,21,141.41,4,3,4,11,Bronze
14044.0,27,206,646.4200000000001,2,1,3,6,Gold
14045.0,110,6,1659.75,3,4,2,9,Silver
14046.0,285,14,154.99,4,4,4,12,Bronze
14047.0,9,32,1308.6100000000001,1,3,2,6,Gold
14048.0,306,85,409.93,4,2,3,9,Silver
14049.0,17,478,5578.72,1,1,1,3,Platinum
14050.0,32,54,746.3599999999999,2,2,2,6,Gold
14051.0,1,210,15610.390000000003,1,1,1,3,Platinum
14052.0,20,56,225.36,2,2,4,8,Gold
14053.0,125,4,260.25,3,4,4,11,Bronze
14054.0,66,6,92.46,3,4,4,11,Bronze
14055.0,107,10,725.6400000000001,3,4,2,9,Silver
14056.0,2,1088,8152.710000000001,1,1,1,3,Platinum
14057.0,24,283,6211.66,2,1,1,4,Platinum
14059.0,267,8,183.6,4,4,4,12,Bronze
14060.0,5,202,6140.42,1,1,1,3,Platinum
14062.0,10,111,10464.850000000002,1,1,1,3,Platinum
14064.0,30,77,1334.3399999999997,2,2,2,6,Gold
14066.0,267,7,152.55,4,4,4,12,Bronze
14067.0,64,52,374.7,3,2,3,8,Gold
14068.0,321,24,265.85,4,3,4,11,Bronze
14071.0,4,323,1437.5700000000002,1,1,2,4,Platinum
14073.0,33,13,151.04,2,4,4,10,Silver
14075.0,5,43,942.26,1,2,2,5,Platinum
14076.0,130,44,118.67,3,2,4,9,Silver
14077.0,41,42,499.4200000000001,2,2,3,7,Gold
14078.0,102,65,1049.37,3,2,2,7,Gold
14079.0,125,12,375.0999999999999,3,4,3,10,Silver
14080.0,33,4,45.599999999999994,2,4,4,10,Silver
14081.0,303,150,921.62,4,1,2,7,Gold
14082.0,365,29,182.24999999999997,4,3,4,11,Bronze
14083.0,5,177,1002.9000000000001,1,1,2,4,Platinum
14085.0,3,448,4421.290000000001,1,1,1,3,Platinum
14087.0,3,68,191.47,1,2,4,7,Gold
14088.0,11,589,50491.81,1,1,1,3,Platinum
14089.0,57,13,158.75,3,4,4,11,Bronze
14090.0,325,1,76.32000000000001,4,4,4,12,Bronze
14092.0,8,214,4076.91,1,1,1,3,Platinum
14093.0,13,100,433.85999999999996,1,1,3,5,Platinum
14096.0,5,5111,65164.79,1,1,1,3,Platinum
14098.0,37,21,147.34999999999997,2,3,4,9,Silver
14099.0,17,250,3104.17,1,1,1,3,Platinum
14100.0,138,25,191.95000000000002,3,3,4,10,Silver
14101.0,74,35,5976.790000000001,3,3,1,7,Gold
14102.0,6,58,1105.8799999999999,1,2,2,5,Platinum
14104.0,155,21,216.20999999999998,4,3,4,11,Bronze
14105.0,240,74,1266.23,4,2,2,8,Gold
14107.0,52,123,2703.23,3,1,1,5,Platinum
14108.0,31,34,597.9100000000001,2,3,3,8,Gold
14109.0,73,9,144.2,3,4,4,11,Bronze
14110.0,4,155,5683.1500000000015,1,1,1,3,Platinum
14111.0,15,10,692.85,1,4,2,7,Gold
14112.0,23,160,2915.15,2,1,1,4,Platinum
14113.0,4,34,1840.4199999999998,1,3,1,5,Platinum
14114.0,274,15,386.53,4,4,3,11,Bronze
14116.0,20,72,1382.7399999999998,2,2,2,6,Gold
14117.0,144,3,90.0,4,4,4,12,Bronze
14121.0,4,159,2780.15,1,1,1,3,Platinum
14124.0,85,5,419.58000000000004,3,4,3,10,Silver
14125.0,11,166,2720.63,1,1,1,3,Platinum
14126.0,8,15,706.1300000000001,1,4,2,7,Gold
14127.0,123,44,709.7099999999999,3,2,2,7,Gold
14128.0,61,46,637.5000000000002,3,2,3,8,Gold
14129.0,2,52,1123.8600000000001,1,2,2,5,Platinum
14130.0,320,66,480.9100000000001,4,2,3,9,Silver
14132.0,3,200,3586.0299999999997,1,1,1,3,Platinum
14133.0,130,28,605.6399999999999,3,3,3,9,Silver
14135.0,2,134,4690.3099999999995,1,1,1,3,Platinum
14138.0,2,46,965.8800000000002,1,2,2,5,Platinum
14139.0,47,26,415.81999999999994,2,3,3,8,Gold
14140.0,4,66,935.05,1,2,2,5,Platinum
14141.0,3,40,915.1300000000001,1,3,2,6,Gold
14142.0,374,22,311.81,4,3,3,10,Silver
14143.0,134,7,115.8,3,4,4,11,Bronze
14145.0,47,11,3742.2,2,4,1,7,Gold
14146.0,9,210,4191.0,1,1,1,3,Platinum
14147.0,79,5,483.4,3,4,3,10,Silver
14148.0,234,3,157.2,4,4,4,12,Bronze
14149.0,221,28,446.62000000000006,4,3,3,10,Silver
14150.0,36,26,658.64,2,3,3,8,Gold
14152.0,76,49,621.29,3,2,3,8,Gold
14154.0,240,52,1345.62,4,2,2,8,Gold
14155.0,267,6,118.75,4,4,4,12,Bronze
14156.0,10,1395,117210.08,1,1,1,3,Platinum
14157.0,20,46,424.89000000000004,2,2,3,7,Gold
14158.0,41,41,507.65999999999997,2,3,3,8,Gold
14159.0,20,1175,4630.35,2,1,1,4,Platinum
14161.0,216,104,1097.62,4,1,2,7,Gold
14162.0,174,25,289.36,4,3,4,11,Bronze
14163.0,88,52,2445.9100000000003,3,2,1,6,Gold
14164.0,71,29,1631.7700000000004,3,3,2,8,Gold
14165.0,276,24,120.44,4,3,4,11,Bronze
14167.0,40,50,562.59,2,2,3,7,Gold
14171.0,99,58,363.79,3,2,3,8,Gold
14173.0,11,29,450.8400000000001,1,3,3,7,Gold
14174.0,34,26,134.46,2,3,4,9,Silver
14175.0,60,149,3222.3,3,1,1,5,Platinum
14176.0,298,31,576.9,4,3,3,10,Silver
14177.0,87,41,549.46,3,3,3,9,Silver
14178.0,9,318,1600.2600000000002,1,1,2,4,Platinum
14179.0,41,157,701.5699999999999,2,1,2,5,Platinum
14180.0,11,240,4748.52,1,1,1,3,Platinum
14184.0,67,24,452.89,3,3,3,9,Silver
14185.0,332,3,197.65,4,4,4,12,Bronze
14188.0,31,65,2054.36,2,2,1,5,Platinum
14189.0,3,265,4654.08,1,1,1,3,Platinum
14191.0,2,259,4684.76,1,1,1,3,Platinum
14193.0,68,42,853.3900000000001,3,2,2,7,Gold
14194.0,5,579,11349.52,1,1,1,3,Platinum
14195.0,202,7,1011.9999999999998,4,4,2,10,Silver
14196.0,107,6,335.52,3,4,3,10,Silver
14198.0,19,39,701.4,2,3,2,7,Gold
14199.0,219,2,185.39999999999998,4,4,4,12,Bronze
14201.0,61,37,747.4400000000002,3,3,2,8,Gold
14204.0,3,39,150.60999999999996,1,3,4,8,Gold
14205.0,17,24,466.70000000000005,1,3,3,7,Gold
14206.0,240,20,328.15999999999997,4,3,3,10,Silver
14208.0,95,10,151.73999999999998,3,4,4,11,Bronze
14209.0,11,87,2073.4300000000003,1,2,1,4,Platinum
14210.0,106,102,1905.8400000000001,3,1,1,5,Platinum
14211.0,54,112,2241.1000000000004,3,1,1,5,Platinum
14212.0,90,9,1070.48,3,4,2,9,Silver
14214.0,31,67,1004.3800000000001,2,2,2,6,Gold
14215.0,12,108,1789.72,1,1,1,3,Platinum
14216.0,4,59,1839.3000000000002,1,2,1,4,Platinum
14217.0,2,100,2004.9799999999998,1,1,1,3,Platinum
14218.0,43,12,169.48000000000002,2,4,4,10,Silver
14219.0,5,7,89.94,1,4,4,9,Silver
14220.0,248,21,632.3999999999999,4,3,3,10,Silver
14221.0,43,193,3432.8,2,1,1,4,Platinum
14222.0,178,41,683.1700000000001,4,3,2,9,Silver
14223.0,93,60,991.1300000000001,3,2,2,7,Gold
14224.0,111,113,1009.73,3,1,2,6,Gold
14226.0,29,66,2214.7899999999995,2,2,1,5,Platinum
14227.0,27,175,3350.96,2,1,1,4,Platinum
14229.0,52,40,1547.2,3,3,2,8,Gold
14231.0,184,50,925.71,4,2,2,8,Gold
14232.0,43,115,2048.07,2,1,1,4,Platinum
14233.0,50,35,1462.7200000000003,2,3,2,7,Gold
14234.0,23,147,754.1200000000001,2,1,2,5,Platinum
14235.0,76,79,3144.86,3,2,1,6,Gold
14236.0,81,15,490.86,3,4,3,10,Silver
14237.0,374,9,161.00000000000003,4,4,4,12,Bronze
14238.0,327,8,146.85,4,4,4,12,Bronze
14239.0,44,112,2380.8500000000004,2,1,1,4,Platinum
14240.0,31,42,890.3400000000001,2,2,2,6,Gold
14241.0,184,10,213.70000000000005,4,4,4,12,Bronze
14242.0,235,16,280.55,4,4,4,12,Bronze
14243.0,9,141,2588.7699999999995,1,1,1,3,Platinum
14245.0,220,108,1693.4499999999998,4,1,1,6,Gold
14246.0,111,75,1474.0600000000002,3,2,2,7,Gold
14247.0,279,20,136.76999999999998,4,3,4,11,Bronze
14248.0,319,8,302.58,4,4,4,12,Bronze
14250.0,8,111,1904.05,1,1,1,3,Platinum
14251.0,2,78,2879.7,1,2,1,4,Platinum
14256.0,261,53,969.06,4,2,2,8,Gold
14257.0,65,106,3099.7200000000003,3,1,1,5,Platinum
14258.0,10,111,12669.98,1,1,1,3,Platinum
14259.0,142,5,120.0,3,4,4,11,Bronze
14261.0,51,52,1163.45,2,2,2,6,Gold
14262.0,9,143,2618.2299999999996,1,1,1,3,Platinum
14264.0,155,17,333.97,4,4,3,11,Bronze
14265.0,110,31,530.18,3,3,3,9,Silver
14267.0,163,55,1516.24,4,2,2,8,Gold
14270.0,332,29,492.65,4,3,3,10,Silver
14271.0,226,10,112.32,4,4,4,12,Bronze
14272.0,74,33,437.96000000000004,3,3,3,9,Silver
14273.0,52,29,559.97,3,3,3,9,Silver
14276.0,99,64,1119.7400000000002,3,2,2,7,Gold
14277.0,16,222,4188.0,1,1,1,3,Platinum
14280.0,197,8,134.04,4,4,4,12,Bronze
14282.0,4,154,3701.4400000000005,1,1,1,3,Platinum
14284.0,31,32,595.25,2,3,3,8,Gold
14285.0,22,27,1910.0100000000002,2,3,1,6,Gold
14286.0,24,280,4628.75,2,1,1,4,Platinum
14287.0,9,9,176.63,1,4,4,9,Silver
14288.0,214,16,426.6,4,4,3,11,Bronze
14289.0,9,47,911.26,1,2,2,5,Platinum
14290.0,12,101,2314.6499999999996,1,1,1,3,Platinum
14291.0,2,237,3883.25,1,1,1,3,Platinum
14292.0,8,100,4871.929999999999,1,1,1,3,Platinum
14293.0,4,61,1046.56,1,2,2,5,Platinum
14295.0,41,5,166.2,2,4,4,10,Silver
14297.0,18,62,1305.3299999999997,1,2,2,5,Platinum
14298.0,9,1637,51527.299999999996,1,1,1,3,Platinum
14299.0,9,143,3965.62,1,1,1,3,Platinum
14300.0,19,3,43.2,2,4,4,10,Silver
14301.0,118,13,640.1400000000001,3,4,3,10,Silver
14304.0,223,17,383.45000000000005,4,4,3,11,Bronze
14305.0,72,105,1858.9600000000003,3,1,1,5,Platinum
14306.0,52,33,2093.3199999999997,3,3,1,7,Gold
14307.0,89,180,2995.72,3,1,1,5,Platinum
14309.0,9,117,2352.53,1,1,1,3,Platinum
14311.0,243,20,310.26,4,3,3,10,Silver
14312.0,47,87,1611.59,2,2,2,6,Gold
14314.0,107,8,120.0,3,4,4,11,Bronze
14315.0,45,101,2481.13,2,1,1,4,Platinum
14317.0,65,24,508.58,3,3,3,9,Silver
14320.0,207,31,477.78999999999996,4,3,3,10,Silver
14321.0,11,123,1530.7500000000002,1,1,2,4,Platinum
14323.0,115,36,605.0600000000001,3,3,3,9,Silver
14326.0,243,8,183.85000000000002,4,4,4,12,Bronze
14327.0,164,12,311.65000000000003,4,4,3,11,Bronze
14329.0,18,258,4975.24,1,1,1,3,Platinum
14331.0,125,28,462.65999999999997,3,3,3,9,Silver
14332.0,23,25,840.21,2,3,2,7,Gold
14333.0,68,15,415.2,3,4,3,10,Silver
14334.0,17,162,2552.2100000000005,1,1,1,3,Platinum
14335.0,17,60,454.85999999999996,1,2,3,6,Gold
14336.0,17,90,1614.91,1,2,2,5,Platinum
14338.0,162,31,588.2199999999999,4,3,3,10,Silver
14339.0,243,14,309.52,4,4,3,11,Bronze
14340.0,219,6,134.7,4,4,4,12,Bronze
14341.0,46,128,2166.9799999999996,2,1,1,4,Platinum
14342.0,22,21,668.5600000000002,2,3,3,8,Gold
14344.0,128,71,889.9300000000002,3,2,2,7,Gold
14345.0,39,6,108.97999999999999,2,4,4,10,Silver
14346.0,121,60,1021.58,3,2,2,7,Gold
14348.0,261,18,409.57,4,3,3,10,Silver
14349.0,11,31,133.5,1,3,4,8,Gold
14350.0,275,18,282.92999999999995,4,3,4,11,Bronze
14351.0,165,1,51.0,4,4,4,12,Bronze
14352.0,158,47,1078.9600000000003,4,2,2,8,Gold
14353.0,216,6,90.6,4,4,4,12,Bronze
14354.0,6,9,163.62,1,4,4,9,Silver
14355.0,366,11,174.4,4,4,4,12,Bronze
14356.0,80,33,701.23,3,3,2,8,Gold
14357.0,44,40,225.12,2,3,4,9,Silver
14359.0,20,55,912.1800000000001,2,2,2,6,Gold
14360.0,32,117,2118.03,2,1,1,4,Platinum
14362.0,23,37,151.50000000000003,2,3,4,9,Silver
14364.0,109,69,3717.35,3,2,1,6,Gold
14367.0,9,521,9227.82,1,1,1,3,Platinum
14368.0,320,8,155.0,4,4,4,12,Bronze
14371.0,296,4,100.5,4,4,4,12,Bronze
14373.0,359,4,76.55,4,4,4,12,Bronze
14375.0,186,66,235.56,4,2,4,10,Silver
14377.0,192,11,617.05,4,4,3,11,Bronze
14379.0,45,46,348.1,2,2,3,7,Gold
14381.0,53,56,202.68,3,2,4,9,Silver
14382.0,27,126,615.4899999999999,2,1,3,6,Gold
14383.0,39,59,1247.69,2,2,2,6,Gold
14385.0,10,14,202.10999999999999,1,4,4,9,Silver
14386.0,297,7,142.4,4,4,4,12,Bronze
14387.0,33,139,1727.6000000000001,2,1,1,4,Platinum
14388.0,11,186,3212.84,1,1,1,3,Platinum
14389.0,66,45,1043.46,3,2,2,7,Gold
14390.0,11,284,4642.57,1,1,1,3,Platinum
14393.0,219,5,67.94999999999999,4,4,4,12,Bronze
14395.0,3,348,3479.91,1,1,1,3,Platinum
14396.0,66,73,487.99000000000007,3,2,3,8,Gold
14397.0,3,87,2612.96,1,2,1,4,Platinum
14400.0,150,25,574.6999999999999,4,3,3,10,Silver
14401.0,5,182,4051.4799999999996,1,1,1,3,Platinum
14403.0,131,20,1475.8100000000002,3,3,2,8,Gold
14404.0,34,100,1449.3200000000002,2,1,2,5,Platinum
14406.0,120,8,156.75,3,4,4,11,Bronze
14407.0,108,73,2157.73,3,2,1,6,Gold
14408.0,11,106,2599.03,1,1,1,3,Platinum
14409.0,72,54,2059.4500000000003,3,2,1,6,Gold
14410.0,93,189,1100.27,3,1,2,6,Gold
14411.0,311,14,1063.0,4,4,2,10,Silver
14412.0,43,43,770.0300000000001,2,2,2,6,Gold
14413.0,363,22,121.05000000000001,4,3,4,11,Bronze
14414.0,92,97,1496.98,3,2,2,7,Gold
14415.0,2,579,5855.57,1,1,1,3,Platinum
14416.0,23,14,490.2200000000001,2,4,3,9,Silver
14418.0,4,124,1937.25,1,1,1,3,Platinum
14419.0,11,202,1051.79,1,1,2,4,Platinum
14420.0,100,29,387.52,3,3,3,9,Silver
14421.0,58,27,813.1100000000001,3,3,2,8,Gold
14422.0,1,222,4263.639999999999,1,1,1,3,Platinum
14423.0,219,3,265.2,4,4,4,12,Bronze
14424.0,18,1,322.08,1,4,3,8,Gold
14426.0,24,224,4481.67,2,1,1,4,Platinum
14427.0,51,17,363.34000000000003,2,4,3,9,Silver
14428.0,8,137,1224.0600000000002,1,1,2,4,Platinum
14431.0,303,17,470.36,4,4,3,11,Bronze
14432.0,10,377,2248.5,1,1,1,3,Platinum
14434.0,22,12,1372.8,2,4,2,8,Gold
14436.0,99,9,89.06,3,4,4,11,Bronze
14437.0,366,5,63.0,4,4,4,12,Bronze
14438.0,307,9,131.9,4,4,4,12,Bronze
14439.0,320,32,2661.24,4,3,1,8,Gold
14440.0,9,55,2357.6800000000003,1,2,1,4,Platinum
14441.0,1,51,1712.8900000000003,1,2,1,4,Platinum
14442.0,205,63,1589.82,4,2,2,8,Gold
14443.0,54,93,1420.2,3,2,2,7,Gold
14446.0,1,277,1010.35,1,1,2,4,Platinum
14447.0,19,70,1163.2300000000002,2,2,2,6,Gold
14448.0,10,20,375.35,1,3,3,7,Gold
14449.0,19,250,885.8000000000001,2,1,2,5,Platinum
14450.0,181,40,483.24999999999994,4,3,3,10,Silver
14451.0,61,105,643.9000000000001,3,1,3,7,Gold
14452.0,11,60,259.05,1,2,4,7,Gold
14453.0,191,22,119.93,4,3,4,11,Bronze
14456.0,6,947,3017.28,1,1,1,3,Platinum
14457.0,311,4,113.64,4,4,4,12,Bronze
14459.0,156,37,1837.92,4,3,1,8,Gold
14460.0,111,16,434.34000000000003,3,4,3,10,Silver
14461.0,149,180,2103.0599999999995,4,1,1,6,Gold
14462.0,67,233,1980.57,3,1,1,5,Platinum
14463.0,99,6,529.62,3,4,3,10,Silver
14465.0,247,123,1038.44,4,1,2,7,Gold
14466.0,30,72,2272.4,2,2,1,5,Platinum
14467.0,18,89,596.2600000000001,1,2,3,6,Gold
14470.0,12,43,461.19000000000005,1,2,3,6,Gold
14472.0,104,265,1852.67,3,1,1,5,Platinum
14473.0,75,7,234.34,3,4,4,11,Bronze
14474.0,47,29,547.6600000000001,2,3,3,8,Gold
14475.0,72,42,925.8499999999999,3,2,2,7,Gold
14476.0,258,17,193.0,4,4,4,12,Bronze
14477.0,20,10,1309.6000000000001,2,4,2,8,Gold
14479.0,254,18,316.24999999999994,4,3,3,10,Silver
14480.0,12,13,279.05,1,4,4,9,Silver
14481.0,165,30,636.51,4,3,3,10,Silver
14482.0,19,137,2022.81,2,1,1,4,Platinum
14483.0,282,9,137.1,4,4,4,12,Bronze
14484.0,51,14,321.92,2,4,3,9,Silver
14485.0,39,46,162.8,2,2,4,8,Gold
14487.0,27,140,1165.48,2,1,2,5,Platinum
14488.0,68,46,1064.2800000000002,3,2,2,7,Gold
14489.0,208,30,463.38,4,3,3,10,Silver
14491.0,176,17,340.93,4,4,3,11,Bronze
14493.0,8,120,2383.2400000000002,1,1,1,3,Platinum
14494.0,26,7,139.56,2,4,4,10,Silver
14495.0,51,6,123.79999999999998,2,4,4,10,Silver
14496.0,312,19,538.8100000000001,4,3,3,10,Silver
14497.0,310,29,475.37,4,3,3,10,Silver
14498.0,43,193,1957.3200000000002,2,1,1,4,Platinum
14499.0,27,190,808.44,2,1,2,5,Platinum
14500.0,89,7,356.85,3,4,3,10,Silver
14501.0,184,10,251.21,4,4,4,12,Bronze
14502.0,20,608,2429.83,2,1,1,4,Platinum
14503.0,4,164,3543.26,1,1,1,3,Platinum
14504.0,48,107,673.26,2,1,2,5,Platinum
14505.0,18,785,5859.43,1,1,1,3,Platinum
